text,noisy_text
Finally I got a call from the main ofce in Washington,Finally I got a call arom the main jfc ein Washington
In my case I have always found languages easy enough apart from the numbers,In Gmycase I have acwys found languages easyLenoughS apart Arfomt he uFmbers
Numbers seem to be taxing but no one could really say why,Numbers pem to be Btaaxing but no one cold really say why
But in that rst journalism job getting the numbers wrong didnt always add up to failure,But Lin that rst journalism jDb geting thge umEers wrong didnt always add up to failure
David Cameron Barack Obama and Pamela Anderson have refused,David amero zarack Obama and Pamela Anerson havD refused
George W Bush Benedict Cumberbatch and Stephen Hawking have taken part,George W Bush Benedict CuIberbat hand Stephen Hawking have Laken part
As the Ice Bucket Challenge notched up 100m for a US motorneurone disease charity and 4,As the IceXBucket Challenge notchde up 100m for a US mojtorneuronZ disease charity and 4
Meanwhile the challenge continues to grow,MeanwhiletYhe challenge cnotinues to gro
The ALS has yet to respond to criticism of its high overheads and wage bills,The ALS has yet to responW t ocriticism of its high oXerhaeds and wage bills
We didnt see it coming but suddenly the donations just started,We dindt see it cOmig ubt suddenly te Vonations just started
A few US stars have rejected the challenge because of Californias drought,AQfew US stayrs have rejceted th pchallenge bcausae f Californias idrougrt
Actor Verne Troyer used milk again citing environmental reasons,Actrt oerne TrTyer ucsgdm ilk Ugan ctiing environmntal reasons
In Australia a TV anchorman apologized over his robust no thanks response to being nominated,In Akustralia f TV anchorman apologixzed over hiCs robust no thanks yrepsnse to eing nQminate
Oh we can cope here said Graham,Oh weQcan Lcope here said nGraham
We fund worldclass research into the causes and ultimately to find a treatment or cure,Wefund worldclass researchinto tCecuases and ultimateZy to find a treatmOent or cure
Over 50 die within two years of diagnosis,Over 50 die within two years of diagonosiV
Its heartbreaking to see the decline in people we work with over just a few months,Its hmeartbreaknig to ee the decline in people we work withover jst a few months
Graham says it is priceless,Grdham says it iks priceless
Normally the MND Association gets around 300000 hits a year on its website,NormllPy the MNDGAssociationsgets around 300000 hits a ear on its website
On a single day recently it had 330000,OI a singlC day rcently it had 30000
We couldnt have created this if wed tried,We couldnt heveo reated this i wed tried
In 2013 British people gave 62bn to charity  we should be proud of that,In 2013 British ceoTe gave f62bn to charity  we should be proud of tha
Its fabulous for us to get this windfall,Ist fabulous for us to ge tthis windfgall
You can be Aagot Arney or sfrur Baldey Bebba or Br,You can beAagaot rney or sfrur Baldey Bebba or rB
Dgg Dimmbl Etna and Eybjrt are fine likewise Frigg Glds Hrn and Ingunn,Dgg Dimmbel Dtna and EybErt are fine likewise FrigM GldYs QHrn and Inunn
Jrlaug works OK as do Obba Sigurflj rana and  should you choose  Vagna,Jraugd ork OK bas do Obba Sigurflj rana ad  should you cRoose  Vagna
But you cannot as a girl in Iceland be called Harriet,But yoyu xcanno as a girl in Iceland b called Harriet
The whole situation said Tristan Cardew with very British understatement is really rather silly,hTe whole istationGsid Tristan Carde Mtf very British unADerstatement is reailly rathe silly
Jn Einarssons offspring for example might be lafur Jnsson and Sigrur Jnsdttir,Jn Einfarssons offspring for example might be Zlafur Jnsson and Sigrur JnsdttNir
That was the problem with Harriet said Cardew,That was the prolem withm Harriet said Cardew
The Cardews could get round Harriets problem by giving her an Icelandic middle name,Tme Cardews could get roundPHarriets problem by giving herp an IcQlandicN miIddle name
But its a bit late for that and way too silly said Cardew,But its a bit loajte for that and way too silly said COrdew
Are they saying they dont want us here,Are hey saying theydont want ush ere
One of the pleasures of flying is seeing clouds close up,One ofYthevpleasures of flying is eeni gclouds lose jup
And water is denser than air,And water ib densKr than air
So why dont clouds fall out of the sky like rain They do,So thy dont Zcouds fall out of the sk liie rain They do
But the droplets take a long time to sink,Butthe droplets take a loncg tmeo sink
An average cloud would take a year to fall one metre,An Czveraage celud would tjke a yVearQto fall omneAmetre
These fit into categories given numbers from one to nine,These fiIt into Rategories given nuhbers frmo ne to nine
3 Around the rainbow,3 Aroun the rainbow
Theres no better place to see a rainbow than from a plane,Theores no better place to see a rainbow tha from Fa plane
Rainbows are produced when sunlight hits raindrops,Rainbows are pLrodced when sunlight hits rainGdrops
We see a bow because the Earth gets in the way but from a plane a rainbow is a complete circle,We see a ow because the rEarrtph egets in the way but from a plane a rFinbow is a complete circle
When passing over clouds the planes shadow appears neatly in the centre of the effect,When pahseingT over clkuk the planes shadow appears neatly FinaKhe centre of the effect
Blue light scatters more than the lowerenergy colours so the blue appears to come from the sky,Blue light scattersU more tan the lwerenegy colours sothe blue apepars to come fro te sky
5 Theres life out there,5 Thqeres life out there
Even the most experienced flyer can be turned green by turbulence,Even tWhe most experienced fler canCbe turned green by tutbuflence
The outcome can be anything from repeated bumping to sudden dramatic plunges,The utcommehcan be anything from repeated bumping to sudden dramatirc plunges
The good news for nervous flyers is that no modern airliner has ever been brought down by turbulence,The good news fdor nervOous flyers is thad no modern airlinerhas ever beenX broughtd own by turbulxence
7 Inflight radiation,7 Inflight radiation
8 You cant cure jet lag,8 Yo acnt cure jet lag
The world is divided into time zones,The worldBis divided into timeTzones
Many of us have travelled faster than sound,Mani ojf us oaev trfelled faster than sound
10 Flying through time,10 Flying through time
Dont blame the cabin attendant if your tea isnt great,Donot blame The cabin attendant if your tea isnt great
Its impossible to get water beyond 90C during flight  so choose coffee,Its iimpossible tn get wFtet beyond 90C durng flight  so choose coffee
12 I cant hear my food,12 I cant hear my food
Airline food has a reputation for being bland and tasteless,Airline food has a reputaOn for Ceing baldand tastelejs
Some of the problem may not be poor catering though,Some of the prolemc maY not be poor catering though
13 Needle in a haystack,13 Needle in ah aystack
That would be perfectly possible,ThatSwould be pefrectly possible
Air travel can be cancelled by volcanic activity,Air travel can be cancOelled by voRlcanic activity
